id,target
300288,0.5640000000000001
300289,0.493
300290,0.442
300291,0.128
300292,0.37099999999999994
300293,0.568
300294,0.13699999999999998
300295,0.12
300296,0.6420000000000001
300297,0.261
300298,0.268
300299,0.391
300300,0.45899999999999996
300301,0.5189999999999999
300302,0.145
300303,0.17099999999999999
300304,0.556
300305,0.354
300306,0.41600000000000004
300307,0.388
300308,0.195
300309,0.151
300310,0.292
300311,0.044
300312,0.15699999999999997
300313,0.388
300314,0.28900000000000003
300315,0.374
300316,0.29799999999999993
300317,0.36599999999999994
300318,0.146
300319,0.529
300320,0.513
300321,0.258
300322,0.396
300323,0.08499999999999999
300324,0.223
300325,0.30599999999999994
300326,0.14600000000000002
300327,0.31100000000000005
300328,0.189
300329,0.44699999999999995
300330,0.24100000000000002
300331,0.30300000000000005
300332,0.152
300333,0.5
300334,0.271
300335,0.35200000000000004
300336,0.579
300337,0.835
300338,0.23700000000000002
300339,0.28200000000000003
300340,0.43499999999999994
300341,0.307
300342,0.33199999999999996
300343,0.11100000000000002
300344,0.373
300345,0.28700000000000003
300346,0.30200000000000005
300347,0.502
300348,0.5120000000000001
300349,0.5439999999999999
300350,0.645
300351,0.21600000000000003
300352,0.304
300353,0.33399999999999996
300354,0.601
300355,0.329
300356,0.199
300357,0.45600000000000007
300358,0.346
300359,0.575
300360,0.139
300361,0.43099999999999994
300362,0.22800000000000004
300363,0.573
300364,0.14400000000000002
300365,0.409
300366,0.161
300367,0.181
300368,0.294
300369,0.10800000000000001
300370,0.21500000000000002
300371,0.22200000000000003
300372,0.33199999999999996
300373,0.457
300374,0.512
300375,0.8119999999999999
300376,0.578
300377,0.274
300378,0.476
300379,0.10200000000000001
300380,0.23900000000000002
300381,0.28800000000000003
300382,0.22799999999999998
300383,0.313
300384,0.49800000000000005
300385,0.46499999999999997
300386,0.197
300387,0.13
300388,0.10200000000000001
300389,0.4789999999999999
300390,0.40099999999999997
300391,0.193
300392,0.327
300393,0.099
300394,0.312
300395,0.47400000000000003
300396,0.39
300397,0.383
300398,0.395
300399,0.445
300400,0.647
300401,0.5730000000000001
300402,0.294
300403,0.359
300404,0.304
300405,0.45899999999999996
300406,0.298
300407,0.23399999999999999
300408,0.279
300409,0.46399999999999997
300410,0.182
300411,0.258
300412,0.28300000000000003
300413,0.246
300414,0.28700000000000003
300415,0.47400000000000003
300416,0.144
300417,0.403
300418,0.11400000000000002
300419,0.306
300420,0.283
300421,0.24099999999999996
300422,0.08
300423,0.082
300424,0.09000000000000001
300425,0.29900000000000004
300426,0.31
300427,0.179
300428,0.20600000000000002
300429,0.26399999999999996
300430,0.275
300431,0.128
300432,0.15000000000000002
300433,0.262
300434,0.375
300435,0.221
300436,0.23900000000000002
300437,0.11099999999999999
300438,0.092
300439,0.20099999999999998
300440,0.354
300441,0.28700000000000003
300442,0.434
300443,0.211
300444,0.279
300445,0.125
300446,0.513
300447,0.539
300448,0.497
300449,0.33199999999999996
300450,0.34199999999999997
300451,0.608
300452,0.6210000000000001
300453,0.41900000000000004
300454,0.265
300455,0.269
300456,0.233
300457,0.475
300458,0.44299999999999995
300459,0.20400000000000001
300460,0.47800000000000004
300461,0.31999999999999995
300462,0.28900000000000003
300463,0.238
300464,0.39699999999999996
300465,0.19899999999999998
300466,0.22800000000000004
300467,0.41900000000000004
300468,0.10400000000000001
300469,0.33499999999999996
300470,0.256
300471,0.585
300472,0.417
300473,0.296
300474,0.526
300475,0.25
300476,0.41500000000000004
300477,0.37
300478,0.453
300479,0.16999999999999998
300480,0.089
300481,0.509
300482,0.364
300483,0.313
300484,0.13599999999999998
300485,0.06200000000000001
300486,0.5
300487,0.32899999999999996
300488,0.323
300489,0.32799999999999996
300490,0.24
300491,0.154
300492,0.565
300493,0.24500000000000002
300494,0.28900000000000003
300495,0.062
300496,0.179
300497,0.154
300498,0.483
300499,0.46699999999999997
300500,0.125
300501,0.354
300502,0.20800000000000002
300503,0.522
300504,0.246
300505,0.25
300506,0.634
300507,0.09
300508,0.34700000000000003
300509,0.282
300510,0.31100000000000005
300511,0.136
300512,0.10600000000000001
300513,0.30200000000000005
300514,0.314
300515,0.24100000000000002
300516,0.20400000000000001
300517,0.101
300518,0.296
300519,0.092
300520,0.273
300521,0.254
300522,0.244
300523,0.30200000000000005
300524,0.504
300525,0.4029999999999999
300526,0.339
300527,0.256
300528,0.44799999999999995
300529,0.209
300530,0.28700000000000003
300531,0.142
300532,0.43600000000000005
300533,0.20700000000000002
300534,0.44699999999999995
300535,0.15100000000000002
300536,0.502
300537,0.21800000000000003
300538,0.41600000000000004
300539,0.509
300540,0.288
300541,0.294
300542,0.166
300543,0.22800000000000004
300544,0.133
300545,0.282
300546,0.257
300547,0.36700000000000005
300548,0.254
300549,0.35100000000000003
300550,0.162
300551,0.36500000000000005
300552,0.414
300553,0.149
300554,0.094
300555,0.45600000000000007
300556,0.25
300557,0.341
300558,0.166
300559,0.11400000000000002
300560,0.41899999999999993
300561,0.24799999999999994
300562,0.24499999999999997
300563,0.303
300564,0.176
300565,0.24099999999999996
300566,0.6159999999999999
300567,0.15499999999999997
300568,0.20200000000000004
300569,0.154
300570,0.261
300571,0.276
300572,0.331
300573,0.12
300574,0.534
300575,0.4600000000000001
300576,0.14200000000000002
300577,0.339
300578,0.15999999999999998
300579,0.098
300580,0.16699999999999998
300581,0.48900000000000005
300582,0.36700000000000005
300583,0.33499999999999996
300584,0.25999999999999995
300585,0.374
300586,0.181
300587,0.6659999999999999
300588,0.425
300589,0.277
300590,0.43000000000000005
300591,0.28900000000000003
300592,0.371
300593,0.156
300594,0.5690000000000001
300595,0.256
300596,0.573
300597,0.6090000000000001
300598,0.118
300599,0.434
300600,0.372
300601,0.269
300602,0.33199999999999996
300603,0.20600000000000002
300604,0.267
300605,0.275
300606,0.192
300607,0.3
300608,0.437
300609,0.375
300610,0.284
300611,0.246
300612,0.20800000000000002
300613,0.502
300614,0.379
300615,0.21400000000000002
300616,0.281
300617,0.38499999999999995
300618,0.294
300619,0.27399999999999997
300620,0.46699999999999997
300621,0.392
300622,0.48500000000000004
300623,0.33
300624,0.321
300625,0.156
300626,0.453
300627,0.30300000000000005
300628,0.211
300629,0.49800000000000005
300630,0.155
300631,0.176
300632,0.225
300633,0.252
300634,0.395
300635,0.152
300636,0.20400000000000001
300637,0.101
300638,0.273
300639,0.143
300640,0.313
300641,0.092
300642,0.534
300643,0.39999999999999997
300644,0.374
300645,0.118
300646,0.27799999999999997
300647,0.29300000000000004
300648,0.5770000000000001
300649,0.34900000000000003
300650,0.34
300651,0.122
300652,0.417
300653,0.406
300654,0.185
300655,0.168
300656,0.188
300657,0.23600000000000004
300658,0.221
300659,0.128
300660,0.135
300661,0.175
300662,0.506
300663,0.095
300664,0.22399999999999998
300665,0.26899999999999996
300666,0.475
300667,0.36100000000000004
300668,0.34500000000000003
300669,0.199
300670,0.17200000000000001
300671,0.7449999999999999
300672,0.6049999999999999
300673,0.27
300674,0.10900000000000001
300675,0.31999999999999995
300676,0.14900000000000002
300677,0.158
300678,0.151
300679,0.24100000000000002
300680,0.333
300681,0.45899999999999996
300682,0.28600000000000003
300683,0.45600000000000007
300684,0.667
300685,0.41500000000000004
300686,0.229
300687,0.124
300688,0.341
300689,0.251
300690,0.22599999999999998
300691,0.097
300692,0.121
300693,0.326
300694,0.39
300695,0.19
300696,0.4
300697,0.31
300698,0.185
300699,0.481
300700,0.151
300701,0.174
300702,0.156
300703,0.23600000000000004
300704,0.219
300705,0.24100000000000002
300706,0.17900000000000002
300707,0.22600000000000003
300708,0.09
300709,0.4
300710,0.39
300711,0.351
300712,0.10699999999999998
300713,0.394
300714,0.10800000000000001
300715,0.274
300716,0.629
300717,0.11000000000000001
300718,0.07400000000000001
300719,0.515
300720,0.28900000000000003
300721,0.258
300722,0.089
300723,0.399
300724,0.25199999999999995
300725,0.211
300726,0.342
300727,0.43099999999999994
300728,0.030000000000000006
300729,0.267
300730,0.129
300731,0.25799999999999995
300732,0.194
300733,0.359
300734,0.20999999999999996
300735,0.26399999999999996
300736,0.379
300737,0.5640000000000001
300738,0.27999999999999997
300739,0.42400000000000004
300740,0.29400000000000004
300741,0.379
300742,0.192
300743,0.242
300744,0.301
300745,0.251
300746,0.522
300747,0.119
300748,0.11200000000000002
300749,0.253
300750,0.52
300751,0.198
300752,0.31799999999999995
300753,0.549
300754,0.06100000000000001
300755,0.32199999999999995
300756,0.4710000000000001
300757,0.175
300758,0.175
300759,0.34299999999999997
300760,0.175
300761,0.43999999999999995
300762,0.21400000000000002
300763,0.44800000000000006
300764,0.227
300765,0.269
300766,0.25000000000000006
300767,0.263
300768,0.31700000000000006
300769,0.254
300770,0.328
300771,0.36699999999999994
300772,0.44299999999999995
300773,0.29
300774,0.164
300775,0.09799999999999999
300776,0.362
300777,0.353
300778,0.28300000000000003
300779,0.199
300780,0.16199999999999998
300781,0.40499999999999997
300782,0.351
300783,0.33599999999999997
300784,0.193
300785,0.446
300786,0.051000000000000004
300787,0.181
300788,0.27399999999999997
300789,0.335
300790,0.32799999999999996
300791,0.335
300792,0.20800000000000002
300793,0.22000000000000003
300794,0.277
300795,0.51
300796,0.175
300797,0.5250000000000001
300798,0.217
300799,0.187
300800,0.39
300801,0.309
300802,0.176
300803,0.194
300804,0.11200000000000002
300805,0.5170000000000001
300806,0.11200000000000002
300807,0.45599999999999996
300808,0.4800000000000001
300809,0.29100000000000004
300810,0.14600000000000002
300811,0.373
300812,0.24200000000000005
300813,0.127
300814,0.16499999999999998
300815,0.425
300816,0.28700000000000003
300817,0.429
300818,0.393
300819,0.406
300820,0.238
300821,0.24500000000000002
300822,0.137
300823,0.571
300824,0.266
300825,0.639
300826,0.557
300827,0.158
300828,0.074
300829,0.23500000000000001
300830,0.36900000000000005
300831,0.165
300832,0.197
300833,0.32899999999999996
300834,0.252
300835,0.10600000000000001
300836,0.45599999999999996
300837,0.33999999999999997
300838,0.085
300839,0.167
300840,0.22199999999999998
300841,0.269
300842,0.33399999999999996
300843,0.562
300844,0.34099999999999997
300845,0.16499999999999998
300846,0.512
300847,0.362
300848,0.38
300849,0.24500000000000002
300850,0.607
300851,0.288
300852,0.142
300853,0.24100000000000002
300854,0.309
300855,0.225
300856,0.383
300857,0.265
300858,0.095
300859,0.365
300860,0.252
300861,0.09
300862,0.396
300863,0.5349999999999999
300864,0.45999999999999996
300865,0.051000000000000004
300866,0.5740000000000001
300867,0.581
300868,0.279
300869,0.43200000000000005
300870,0.161
300871,0.043
300872,0.731
300873,0.28300000000000003
300874,0.083
300875,0.5189999999999999
300876,0.384
300877,0.138
300878,0.542
300879,0.34900000000000003
300880,0.156
300881,0.606
300882,0.40499999999999997
300883,0.559
300884,0.426
300885,0.348
300886,0.31899999999999995
300887,0.385
300888,0.321
300889,0.33999999999999997
300890,0.38899999999999996
300891,0.442
300892,0.269
300893,0.313
300894,0.376
300895,0.339
300896,0.133
300897,0.124
300898,0.341
300899,0.17200000000000001
300900,0.35000000000000003
300901,0.096
300902,0.394
300903,0.133
300904,0.254
300905,0.161
300906,0.526
300907,0.274
300908,0.664
300909,0.164
300910,0.329
300911,0.465
300912,0.3
300913,0.561
300914,0.493
300915,0.10100000000000002
300916,0.242
300917,0.294
300918,0.40499999999999997
300919,0.378
300920,0.35300000000000004
300921,0.238
300922,0.724
300923,0.13899999999999998
300924,0.20099999999999998
300925,0.10600000000000001
300926,0.49800000000000005
300927,0.32799999999999996
300928,0.55
300929,0.43199999999999994
300930,0.157
300931,0.46499999999999997
300932,0.40599999999999997
300933,0.13899999999999998
300934,0.46299999999999997
300935,0.374
300936,0.441
300937,0.421
300938,0.191
300939,0.319
300940,0.42400000000000004
300941,0.11699999999999999
300942,0.23500000000000001
300943,0.42300000000000004
300944,0.18200000000000002
300945,0.46699999999999997
300946,0.139
300947,0.121
300948,0.34199999999999997
300949,0.15200000000000002
300950,0.194
300951,0.42699999999999994
300952,0.445
300953,0.35
300954,0.434
300955,0.32999999999999996
300956,0.413
300957,0.266
300958,0.176
300959,0.38499999999999995
300960,0.29500000000000004
300961,0.45599999999999996
300962,0.278
300963,0.472
300964,0.09999999999999999
300965,0.156
300966,0.6
300967,0.303
300968,0.306
300969,0.20800000000000002
300970,0.23700000000000002
300971,0.47000000000000003
300972,0.11699999999999999
300973,0.507
300974,0.192
300975,0.27599999999999997
300976,0.44700000000000006
300977,0.203
300978,0.595
300979,0.617
300980,0.265
300981,0.159
300982,0.299
300983,0.19899999999999998
300984,0.12
300985,0.288
300986,0.44800000000000006
300987,0.381
300988,0.11499999999999999
300989,0.265
300990,0.059
300991,0.43600000000000005
300992,0.421
300993,0.221
300994,0.23600000000000004
300995,0.20400000000000001
300996,0.418
300997,0.157
300998,0.357
300999,0.35300000000000004
301000,0.123
301001,0.4880000000000001
301002,0.331
301003,0.33299999999999996
301004,0.383
301005,0.42800000000000005
301006,0.20600000000000002
301007,0.327
301008,0.08299999999999999
301009,0.25
301010,0.33999999999999997
301011,0.367
301012,0.45600000000000007
301013,0.129
301014,0.40800000000000003
301015,0.53
301016,0.325
301017,0.098
301018,0.22800000000000004
301019,0.36
301020,0.21000000000000002
301021,0.12400000000000003
301022,0.391
301023,0.352
301024,0.123
301025,0.20400000000000001
301026,0.298
301027,0.082
301028,0.297
301029,0.47000000000000003
301030,0.4
301031,0.23700000000000002
301032,0.277
301033,0.07600000000000001
301034,0.09100000000000001
301035,0.211
301036,0.29599999999999993
301037,0.32
301038,0.21799999999999997
301039,0.207
301040,0.188
301041,0.296
301042,0.17600000000000002
301043,0.28700000000000003
301044,0.15899999999999997
301045,0.33100000000000007
301046,0.199
301047,0.402
301048,0.354
301049,0.491
301050,0.274
301051,0.146
301052,0.36500000000000005
301053,0.43
301054,0.12400000000000003
301055,0.577
301056,0.118
301057,0.34900000000000003
301058,0.48600000000000004
301059,0.38500000000000006
301060,0.244
301061,0.35700000000000004
301062,0.45899999999999996
301063,0.298
301064,0.11399999999999999
301065,0.368
301066,0.475
301067,0.33199999999999996
301068,0.45600000000000007
301069,0.519
301070,0.255
301071,0.26799999999999996
301072,0.388
301073,0.17
301074,0.257
301075,0.5690000000000001
301076,0.272
301077,0.34199999999999997
301078,0.41
301079,0.51
301080,0.13499999999999998
301081,0.365
301082,0.11100000000000002
301083,0.38300000000000006
301084,0.315
301085,0.27999999999999997
301086,0.20700000000000002
301087,0.367
301088,0.34299999999999997
301089,0.42400000000000004
301090,0.626
301091,0.653
301092,0.609
301093,0.079
301094,0.188
301095,0.268
301096,0.22200000000000003
301097,0.616
301098,0.36
301099,0.052000000000000005
301100,0.47300000000000003
301101,0.22600000000000003
301102,0.144
301103,0.205
301104,0.32599999999999996
301105,0.398
301106,0.368
301107,0.361
301108,0.15200000000000002
301109,0.177
301110,0.033
301111,0.5
301112,0.686
301113,0.354
301114,0.42400000000000004
301115,0.488
301116,0.306
301117,0.392
301118,0.054000000000000006
301119,0.272
301120,0.231
301121,0.174
301122,0.26
301123,0.484
301124,0.495
301125,0.376
301126,0.124
301127,0.095
301128,0.321
301129,0.41400000000000003
301130,0.047
301131,0.17200000000000001
301132,0.441
301133,0.16499999999999998
301134,0.281
301135,0.32
301136,0.268
301137,0.366
301138,0.298
301139,0.248
301140,0.06599999999999999
301141,0.398
301142,0.503
301143,0.677
301144,0.34
301145,0.45899999999999996
301146,0.609
301147,0.5820000000000001
301148,0.41400000000000003
301149,0.292
301150,0.035
301151,0.187
301152,0.30100000000000005
301153,0.21400000000000002
301154,0.11900000000000002
301155,0.27599999999999997
301156,0.45200000000000007
301157,0.255
301158,0.487
301159,0.198
301160,0.367
301161,0.124
301162,0.23200000000000004
301163,0.40800000000000003
301164,0.23500000000000001
301165,0.22399999999999998
301166,0.205
301167,0.11600000000000002
301168,0.15799999999999997
301169,0.285
301170,0.4
301171,0.27599999999999997
301172,0.11600000000000002
301173,0.33399999999999996
301174,0.309
301175,0.257
301176,0.382
301177,0.375
301178,0.049
301179,0.238
301180,0.39399999999999996
301181,0.265
301182,0.767
301183,0.10300000000000001
301184,0.30300000000000005
301185,0.35700000000000004
301186,0.266
301187,0.32199999999999995
301188,0.253
301189,0.17200000000000001
301190,0.5980000000000001
301191,0.22399999999999998
301192,0.288
301193,0.14400000000000002
301194,0.366
301195,0.496
301196,0.6380000000000001
301197,0.265
301198,0.3509999999999999
301199,0.23399999999999999
301200,0.313
301201,0.516
301202,0.45999999999999996
301203,0.549
301204,0.128
301205,0.27999999999999997
301206,0.382
301207,0.17099999999999999
301208,0.16499999999999998
301209,0.5
301210,0.217
301211,0.359
301212,0.186
301213,0.27199999999999996
301214,0.655
301215,0.11900000000000002
301216,0.58
301217,0.238
301218,0.571
301219,0.12
301220,0.438
301221,0.513
301222,0.079
301223,0.257
301224,0.624
301225,0.364
301226,0.39899999999999997
301227,0.14
301228,0.255
301229,0.281
301230,0.40499999999999997
301231,0.387
301232,0.403
301233,0.41899999999999993
301234,0.379
301235,0.257
301236,0.327
301237,0.20900000000000002
301238,0.158
301239,0.11499999999999999
301240,0.32399999999999995
301241,0.44799999999999995
301242,0.246
301243,0.45
301244,0.34099999999999997
301245,0.35700000000000004
301246,0.396
301247,0.044000000000000004
301248,0.083
301249,0.627
301250,0.064
301251,0.49400000000000005
301252,0.166
301253,0.248
301254,0.274
301255,0.098
301256,0.5469999999999999
301257,0.288
301258,0.529
301259,0.44799999999999995
301260,0.46900000000000003
301261,0.522
301262,0.41000000000000003
301263,0.313
301264,0.21800000000000003
301265,0.36899999999999994
301266,0.4
301267,0.264
301268,0.269
301269,0.20099999999999998
301270,0.08499999999999999
301271,0.16299999999999998
301272,0.132
301273,0.8109999999999999
301274,0.17099999999999999
301275,0.148
301276,0.303
301277,0.11599999999999999
301278,0.275
301279,0.29000000000000004
301280,0.071
301281,0.392
301282,0.33799999999999997
301283,0.10800000000000001
301284,0.37100000000000005
301285,0.122
301286,0.196
301287,0.13599999999999998
301288,0.213
301289,0.34199999999999997
301290,0.471
301291,0.40099999999999997
301292,0.256
301293,0.41600000000000004
301294,0.466
301295,0.38499999999999995
301296,0.21999999999999997
301297,0.199
301298,0.05600000000000001
301299,0.40099999999999997
301300,0.36100000000000004
301301,0.34299999999999997
301302,0.389
301303,0.4680000000000001
301304,0.32599999999999996
301305,0.5
301306,0.41200000000000003
301307,0.398
301308,0.2
301309,0.13
301310,0.366
301311,0.15499999999999997
301312,0.42200000000000004
301313,0.33799999999999997
301314,0.13
301315,0.336
301316,0.295
301317,0.378
301318,0.355
301319,0.51
301320,0.18499999999999997
301321,0.286
301322,0.284
301323,0.187
301324,0.187
301325,0.271
301326,0.16899999999999998
301327,0.355
301328,0.331
301329,0.22300000000000003
301330,0.215
301331,0.41
301332,0.19799999999999998
301333,0.377
301334,0.183
301335,0.269
301336,0.158
301337,0.147
301338,0.33399999999999996
301339,0.25999999999999995
301340,0.42800000000000005
301341,0.174
301342,0.445
301343,0.413
301344,0.34199999999999997
301345,0.334
301346,0.318
301347,0.42800000000000005
301348,0.413
301349,0.22799999999999998
301350,0.623
301351,0.25599999999999995
301352,0.183
301353,0.205
301354,0.27
301355,0.363
301356,0.343
301357,0.348
301358,0.308
301359,0.18000000000000002
301360,0.29599999999999993
301361,0.175
301362,0.403
301363,0.43
301364,0.17200000000000001
301365,0.319
301366,0.064
301367,0.267
301368,0.333
301369,0.236
301370,0.267
301371,0.265
301372,0.689
301373,0.11500000000000002
301374,0.352
301375,0.32199999999999995
301376,0.28300000000000003
301377,0.306
301378,0.38900000000000007
301379,0.262
301380,0.46699999999999997
301381,0.15
301382,0.18400000000000002
301383,0.183
301384,0.485
301385,0.097
301386,0.508
301387,0.515
301388,0.08700000000000001
301389,0.5549999999999999
301390,0.409
301391,0.4680000000000001
301392,0.41800000000000004
301393,0.263
301394,0.29999999999999993
301395,0.23700000000000002
301396,0.169
301397,0.6299999999999999
301398,0.083
301399,0.185
301400,0.08
301401,0.192
301402,0.244
301403,0.6690000000000002
301404,0.604
301405,0.33399999999999996
301406,0.24500000000000002
301407,0.191
301408,0.496
301409,0.11500000000000002
301410,0.268
301411,0.712
301412,0.225
301413,0.41
301414,0.603
301415,0.364
301416,0.44799999999999995
301417,0.332
301418,0.382
301419,0.481
301420,0.20600000000000002
301421,0.255
301422,0.085
301423,0.273
301424,0.156
301425,0.341
301426,0.502
301427,0.174
301428,0.068
301429,0.639
301430,0.123
301431,0.501
301432,0.284
301433,0.6020000000000001
301434,0.20299999999999999
301435,0.263
301436,0.624
301437,0.30599999999999994
301438,0.135
301439,0.145
301440,0.31100000000000005
301441,0.07699999999999999
301442,0.155
301443,0.119
301444,0.48
301445,0.40099999999999997
301446,0.437
301447,0.261
301448,0.418
301449,0.20299999999999999
301450,0.252
301451,0.10500000000000001
301452,0.313
301453,0.32700000000000007
301454,0.153
301455,0.15899999999999997
301456,0.231
301457,0.063
301458,0.35
301459,0.053000000000000005
301460,0.41
301461,0.27299999999999996
301462,0.594
301463,0.458
301464,0.17
301465,0.11399999999999999
301466,0.374
301467,0.086
301468,0.308
301469,0.29
301470,0.165
301471,0.266
301472,0.20900000000000002
301473,0.165
301474,0.165
301475,0.6510000000000001
301476,0.508
301477,0.333
301478,0.27
301479,0.082
301480,0.293
301481,0.36
301482,0.42399999999999993
301483,0.185
301484,0.41899999999999993
301485,0.279
301486,0.366
301487,0.213
301488,0.546
301489,0.24300000000000002
301490,0.6759999999999999
301491,0.296
301492,0.183
301493,0.06
301494,0.151
301495,0.256
301496,0.11699999999999999
301497,0.263
301498,0.32999999999999996
301499,0.20600000000000002
301500,0.28300000000000003
301501,0.51
301502,0.301
301503,0.351
301504,0.47400000000000003
301505,0.6599999999999999
301506,0.11000000000000001
301507,0.565
301508,0.422
301509,0.17400000000000002
301510,0.026000000000000002
301511,0.568
301512,0.7869999999999999
301513,0.619
301514,0.23700000000000002
301515,0.6119999999999999
301516,0.3510000000000001
301517,0.45899999999999996
301518,0.15499999999999997
301519,0.184
301520,0.13199999999999998
301521,0.215
301522,0.20400000000000001
301523,0.25
301524,0.13999999999999999
301525,0.376
301526,0.21400000000000002
301527,0.265
301528,0.604
301529,0.613
301530,0.21799999999999997
301531,0.24699999999999997
301532,0.48599999999999993
301533,0.081
301534,0.16
301535,0.156
301536,0.251
301537,0.32999999999999996
301538,0.414
301539,0.301
301540,0.376
301541,0.744
301542,0.099
301543,0.4600000000000001
301544,0.144
301545,0.092
301546,0.5389999999999999
301547,0.331
301548,0.662
301549,0.17
301550,0.414
301551,0.292
301552,0.11300000000000002
301553,0.323
301554,0.098
301555,0.196
301556,0.341
301557,0.048
301558,0.388
301559,0.23099999999999996
301560,0.15300000000000002
301561,0.5210000000000001
301562,0.525
301563,0.28600000000000003
